GN	logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance
KDM1A	-0.179	4.771	-1.587	1.50E-01	2.89E-01	-6.235	Not significant
DHODH	0.194	4.092	1.587	1.50E-01	2.89E-01	-6.236	Not significant
SYVN1	0.385	4.231	1.584	1.51E-01	2.90E-01	-6.239	Not significant
NAA35	0.184	3.805	1.583	1.51E-01	2.90E-01	-6.240	Not significant
CDK5RAP3	-0.202	4.748	-1.582	1.51E-01	2.90E-01	-6.242	Not significant
TERF2	-0.181	4.267	-1.582	1.51E-01	2.90E-01	-6.243	Not significant
SULT1A1	-0.216	5.188	-1.579	1.52E-01	2.91E-01	-6.246	Not significant
RRP7BP	0.212	5.533	1.579	1.52E-01	2.91E-01	-6.246	Not significant
FLOT1	0.256	4.006	1.577	1.52E-01	2.92E-01	-6.249	Not significant
EPS15	-0.180	4.609	-1.576	1.52E-01	2.92E-01	-6.250	Not significant
RAB8A	-0.200	5.312	-1.575	1.53E-01	2.92E-01	-6.251	Not significant
UBA3	-0.199	4.653	-1.574	1.53E-01	2.93E-01	-6.253	Not significant
SMAP1	-0.216	3.894	-1.574	1.53E-01	2.93E-01	-6.253	Not significant
RGS10	-0.183	5.252	-1.573	1.53E-01	2.93E-01	-6.254	Not significant
PIP4K2B	-0.188	4.115	-1.573	1.53E-01	2.93E-01	-6.254	Not significant
SMARCE1	-0.202	4.556	-1.573	1.53E-01	2.93E-01	-6.255	Not significant
ATP6V1B2	0.209	4.560	1.572	1.54E-01	2.93E-01	-6.256	Not significant
DPM3	-0.229	4.078	-1.572	1.54E-01	2.93E-01	-6.256	Not significant
TOR1AIP1	-0.235	3.542	-1.570	1.54E-01	2.94E-01	-6.259	Not significant
CYB5A	-0.200	4.732	-1.567	1.55E-01	2.95E-01	-6.263	Not significant
PLRG1	0.224	4.429	1.566	1.55E-01	2.95E-01	-6.264	Not significant
ATL2	0.181	4.530	1.566	1.55E-01	2.95E-01	-6.265	Not significant
UBE2O	-0.192	4.186	-1.566	1.55E-01	2.95E-01	-6.264	Not significant
MAP7D3	-0.263	4.355	-1.566	1.55E-01	2.95E-01	-6.264	Not significant
2.0000	-0.258	5.178	-1.565	1.55E-01	2.95E-01	-6.266	Not significant
TRIT1	0.186	4.955	1.564	1.55E-01	2.95E-01	-6.267	Not significant
ATP5EP2	-0.206	5.508	-1.563	1.56E-01	2.96E-01	-6.268	Not significant
MCCC2	0.223	4.672	1.562	1.56E-01	2.96E-01	-6.269	Not significant
TTC4	0.182	5.171	1.562	1.56E-01	2.96E-01	-6.269	Not significant
SRSF1	-0.267	4.336	-1.561	1.56E-01	2.96E-01	-6.270	Not significant
COLGALT1	-0.193	5.026	-1.561	1.56E-01	2.96E-01	-6.271	Not significant
PINX1	0.198	4.841	1.560	1.56E-01	2.96E-01	-6.272	Not significant
MON2	0.210	4.625	1.558	1.57E-01	2.97E-01	-6.275	Not significant
PSMD2	0.188	5.311	1.555	1.58E-01	2.99E-01	-6.279	Not significant
ELMO1	0.233	4.259	1.554	1.58E-01	2.99E-01	-6.280	Not significant
ZC3H11A	0.187	5.070	1.554	1.58E-01	2.99E-01	-6.281	Not significant
UCK2	0.177	4.975	1.554	1.58E-01	2.99E-01	-6.281	Not significant
TRAP1	0.182	4.930	1.553	1.58E-01	2.99E-01	-6.282	Not significant
RPL29	-0.176	5.684	-1.553	1.58E-01	2.99E-01	-6.282	Not significant
NUP98	0.175	4.908	1.552	1.58E-01	2.99E-01	-6.282	Not significant
U2AF2	0.206	5.158	1.551	1.58E-01	2.99E-01	-6.284	Not significant
TSFM	0.180	5.497	1.551	1.58E-01	2.99E-01	-6.284	Not significant
SETD3	-0.195	4.534	-1.551	1.58E-01	2.99E-01	-6.284	Not significant
HMGN5	-0.240	4.042	-1.551	1.58E-01	2.99E-01	-6.284	Not significant
PRKAG1	-0.185	3.989	-1.550	1.59E-01	2.99E-01	-6.285	Not significant
CIAPIN1	-0.186	5.349	-1.550	1.59E-01	2.99E-01	-6.285	Not significant
YTHDC1	-0.193	4.792	-1.550	1.59E-01	2.99E-01	-6.286	Not significant
DEGS1	-0.439	3.578	-1.549	1.59E-01	2.99E-01	-6.287	Not significant
IRAK3	-0.176	3.836	-1.548	1.59E-01	3.00E-01	-6.288	Not significant
TMED7	0.200	5.139	1.545	1.60E-01	3.01E-01	-6.293	Not significant
CCDC58	-0.194	5.707	-1.543	1.60E-01	3.02E-01	-6.295	Not significant
HNRNPAB	-0.177	5.659	-1.542	1.61E-01	3.02E-01	-6.296	Not significant
PDHB	-0.193	4.915	-1.541	1.61E-01	3.02E-01	-6.298	Not significant
NUP37	-0.308	4.169	-1.541	1.61E-01	3.02E-01	-6.297	Not significant
MGST2	-0.208	4.592	-1.541	1.61E-01	3.02E-01	-6.298	Not significant
PAIP1	0.183	5.683	1.540	1.61E-01	3.02E-01	-6.299	Not significant
TELO2	0.199	4.646	1.538	1.62E-01	3.03E-01	-6.302	Not significant
UBA6	0.182	4.980	1.536	1.62E-01	3.04E-01	-6.304	Not significant
UBAP2	-0.210	4.435	-1.536	1.62E-01	3.04E-01	-6.304	Not significant
DYNLL2	-0.193	6.175	-1.535	1.62E-01	3.04E-01	-6.306	Not significant
USF1	0.256	4.272	1.532	1.63E-01	3.05E-01	-6.309	Not significant
RRP8	0.197	4.624	1.533	1.63E-01	3.05E-01	-6.308	Not significant
RRP9	0.174	5.104	1.532	1.63E-01	3.05E-01	-6.309	Not significant
ATRX	-0.180	4.234	-1.532	1.63E-01	3.05E-01	-6.309	Not significant
SPATA5	-0.206	4.633	-1.533	1.63E-01	3.05E-01	-6.309	Not significant
LACTB2	-0.218	4.873	-1.533	1.63E-01	3.05E-01	-6.308	Not significant
MAN2C1	-0.184	4.750	-1.532	1.63E-01	3.05E-01	-6.310	Not significant
INTS10	0.248	4.022	1.531	1.63E-01	3.05E-01	-6.311	Not significant
NOTCH2	0.183	3.821	1.531	1.63E-01	3.05E-01	-6.311	Not significant
TMCO1	0.179	5.201	1.531	1.63E-01	3.05E-01	-6.311	Not significant
CHCHD3	-0.191	4.886	-1.530	1.63E-01	3.05E-01	-6.312	Not significant
TAX1BP3	-0.203	4.660	-1.528	1.64E-01	3.05E-01	-6.314	Not significant
FBXO28	0.190	4.489	1.528	1.64E-01	3.05E-01	-6.315	Not significant
CCDC86	0.181	4.686	1.528	1.64E-01	3.05E-01	-6.315	Not significant
FUS	-0.183	5.199	-1.526	1.64E-01	3.06E-01	-6.318	Not significant
RBM19	0.253	4.039	1.525	1.65E-01	3.07E-01	-6.319	Not significant
TPR	-0.176	5.071	-1.523	1.65E-01	3.07E-01	-6.321	Not significant
FKBP4	-0.198	5.238	-1.523	1.65E-01	3.07E-01	-6.322	Not significant
PTER	-0.180	4.872	-1.522	1.65E-01	3.07E-01	-6.323	Not significant
KIAA0430	0.275	3.938	1.521	1.66E-01	3.08E-01	-6.324	Not significant
SLC2A5	-0.190	5.721	-1.520	1.66E-01	3.08E-01	-6.326	Not significant
CPOX	-0.213	3.876	-1.519	1.66E-01	3.08E-01	-6.327	Not significant
ZC3HAV1L	-0.266	3.415	-1.516	1.67E-01	3.09E-01	-6.330	Not significant
MDN1	0.188	4.571	1.516	1.67E-01	3.10E-01	-6.331	Not significant
TUBA8	-0.202	3.598	-1.514	1.68E-01	3.10E-01	-6.334	Not significant
TRAPPC11	0.174	3.697	1.511	1.68E-01	3.11E-01	-6.337	Not significant
WBP11	-0.182	5.146	-1.511	1.68E-01	3.11E-01	-6.338	Not significant
GSTM3	-0.204	5.776	-1.511	1.68E-01	3.11E-01	-6.338	Not significant
TMEM205	-0.180	4.690	-1.510	1.68E-01	3.12E-01	-6.339	Not significant
PPWD1	-0.186	5.314	-1.508	1.69E-01	3.12E-01	-6.341	Not significant
CTDP1	-0.402	3.486	-1.507	1.69E-01	3.13E-01	-6.342	Not significant
MBD1	-0.229	4.860	-1.505	1.70E-01	3.14E-01	-6.345	Not significant
SLC43A3	0.253	6.142	1.502	1.70E-01	3.15E-01	-6.349	Not significant
STK17B	0.230	3.925	1.501	1.71E-01	3.15E-01	-6.350	Not significant
SSU72	0.178	4.509	1.501	1.71E-01	3.15E-01	-6.350	Not significant
YWHAG	-0.189	5.036	-1.502	1.71E-01	3.15E-01	-6.350	Not significant
NAE1	-0.191	4.917	-1.500	1.71E-01	3.15E-01	-6.351	Not significant
ST13P4	-0.200	5.174	-1.500	1.71E-01	3.15E-01	-6.352	Not significant
MCAT	-0.222	3.784	-1.494	1.72E-01	3.18E-01	-6.360	Not significant
ACSS2	-0.169	4.717	-1.493	1.73E-01	3.18E-01	-6.362	Not significant
SLC27A3	-0.176	4.161	-1.492	1.73E-01	3.18E-01	-6.363	Not significant
SHC1	0.255	4.022	1.490	1.73E-01	3.19E-01	-6.365	Not significant
ARHGAP27	0.179	4.545	1.490	1.73E-01	3.19E-01	-6.365	Not significant
FDPS	-0.262	4.930	-1.490	1.73E-01	3.19E-01	-6.364	Not significant
CWC27	-0.313	4.967	-1.491	1.73E-01	3.19E-01	-6.364	Not significant
SLC25A24	0.187	5.416	1.489	1.74E-01	3.19E-01	-6.366	Not significant
MAPKAPK2	-0.169	3.703	-1.488	1.74E-01	3.19E-01	-6.368	Not significant
PNP	-0.204	4.824	-1.488	1.74E-01	3.19E-01	-6.368	Not significant
NME3	-0.263	4.251	-1.487	1.74E-01	3.19E-01	-6.368	Not significant
MSTO1	0.200	4.739	1.487	1.74E-01	3.19E-01	-6.369	Not significant
PPA2	-0.195	5.360	-1.486	1.74E-01	3.20E-01	-6.370	Not significant
MICALL1	0.354	3.705	1.486	1.75E-01	3.20E-01	-6.371	Not significant
MAGEB2	-0.181	5.240	-1.485	1.75E-01	3.20E-01	-6.371	Not significant
GGA3	0.180	4.055	1.485	1.75E-01	3.20E-01	-6.372	Not significant
PARVG	-0.175	5.161	-1.484	1.75E-01	3.20E-01	-6.372	Not significant
AAMP	-0.169	4.722	-1.483	1.75E-01	3.21E-01	-6.374	Not significant
MPHOSPH8	-0.210	4.936	-1.482	1.75E-01	3.21E-01	-6.375	Not significant
DNTTIP1	-0.229	4.905	-1.481	1.76E-01	3.21E-01	-6.376	Not significant
EIF3K	0.203	4.930	1.481	1.76E-01	3.21E-01	-6.377	Not significant
TARDBP	-0.193	4.991	-1.479	1.76E-01	3.22E-01	-6.380	Not significant
KLC2	-0.197	3.845	-1.478	1.77E-01	3.23E-01	-6.381	Not significant
SSH3	-0.223	3.775	-1.476	1.77E-01	3.23E-01	-6.383	Not significant
AKAP17A	-0.196	4.711	-1.474	1.78E-01	3.24E-01	-6.386	Not significant
LILRB4	0.169	4.267	1.473	1.78E-01	3.24E-01	-6.387	Not significant
EMC1	0.204	4.436	1.473	1.78E-01	3.24E-01	-6.388	Not significant
RPS6KA1	-0.167	4.941	-1.472	1.78E-01	3.24E-01	-6.388	Not significant
AHCYL1	-0.171	5.416	-1.472	1.78E-01	3.24E-01	-6.388	Not significant
CDV3	0.177	5.059	1.470	1.79E-01	3.25E-01	-6.391	Not significant
FKBP2	0.172	4.871	1.469	1.79E-01	3.25E-01	-6.392	Not significant
CLPP	-0.168	4.606	-1.470	1.79E-01	3.25E-01	-6.391	Not significant
CTPS2	-0.179	4.733	-1.470	1.79E-01	3.25E-01	-6.391	Not significant
KHSRP	-0.195	4.483	-1.469	1.79E-01	3.25E-01	-6.392	Not significant
LMF2	0.469	4.357	1.468	1.79E-01	3.25E-01	-6.393	Not significant
CDK9	0.216	3.758	1.468	1.79E-01	3.25E-01	-6.393	Not significant
TRIP11	0.170	4.602	1.468	1.79E-01	3.25E-01	-6.394	Not significant
LRRC57	-0.165	4.898	-1.468	1.79E-01	3.25E-01	-6.394	Not significant
NPM1	-0.230	4.684	-1.468	1.79E-01	3.25E-01	-6.393	Not significant
GNG10	0.165	4.104	1.467	1.80E-01	3.25E-01	-6.396	Not significant
RNGTT	-0.172	4.688	-1.467	1.80E-01	3.25E-01	-6.396	Not significant
TBC1D10B	-0.173	4.795	-1.467	1.80E-01	3.25E-01	-6.395	Not significant
ERCC2	0.182	3.839	1.466	1.80E-01	3.25E-01	-6.396	Not significant
NFIC	-0.183	3.935	-1.466	1.80E-01	3.25E-01	-6.397	Not significant
RAB5B	-0.207	4.096	-1.464	1.80E-01	3.26E-01	-6.399	Not significant
RRAGC	0.304	4.120	1.462	1.81E-01	3.27E-01	-6.401	Not significant
SRP54	0.168	5.054	1.461	1.81E-01	3.27E-01	-6.403	Not significant
NPEPPS	-0.165	4.940	-1.460	1.81E-01	3.28E-01	-6.404	Not significant
SLC22A18	-0.205	4.628	-1.457	1.82E-01	3.29E-01	-6.408	Not significant
THOC6	-0.184	3.679	-1.457	1.82E-01	3.29E-01	-6.409	Not significant
RPL24	0.224	5.792	1.455	1.83E-01	3.29E-01	-6.411	Not significant
CDC5L	-0.164	4.563	-1.455	1.83E-01	3.29E-01	-6.411	Not significant
NCBP2	-0.181	4.234	-1.455	1.83E-01	3.29E-01	-6.411	Not significant
COPS4	0.185	4.303	1.452	1.84E-01	3.31E-01	-6.415	Not significant
C16orf62	0.194	4.472	1.451	1.84E-01	3.31E-01	-6.416	Not significant
EIF4E	-0.188	5.207	-1.450	1.84E-01	3.31E-01	-6.417	Not significant
VRK1	-0.206	4.820	-1.450	1.84E-01	3.31E-01	-6.418	Not significant
CHEK2	-0.177	4.548	-1.449	1.84E-01	3.31E-01	-6.418	Not significant
PMM2	0.182	4.728	1.447	1.85E-01	3.32E-01	-6.420	Not significant
TMED5	0.166	5.656	1.447	1.85E-01	3.32E-01	-6.421	Not significant
SLK	-0.194	4.559	-1.447	1.85E-01	3.32E-01	-6.421	Not significant
CHMP3	-0.212	5.380	-1.447	1.85E-01	3.32E-01	-6.421	Not significant
SUGP1	-0.173	3.976	-1.446	1.85E-01	3.32E-01	-6.423	Not significant
RAP2B	-0.218	5.359	-1.444	1.86E-01	3.33E-01	-6.425	Not significant
RPP25	-0.218	4.338	-1.443	1.86E-01	3.33E-01	-6.426	Not significant
FNBP4	0.234	4.029	1.442	1.86E-01	3.34E-01	-6.427	Not significant
DNM1L_O00429-4	0.258	3.802	1.440	1.87E-01	3.34E-01	-6.429	Not significant
SERPINB6	-0.175	5.188	-1.440	1.87E-01	3.34E-01	-6.429	Not significant
COMMD8	-0.315	4.309	-1.439	1.87E-01	3.35E-01	-6.431	Not significant
NAT10	0.185	5.064	1.439	1.87E-01	3.35E-01	-6.431	Not significant
TPM4	-0.166	5.413	-1.438	1.87E-01	3.35E-01	-6.432	Not significant
DSCR3	0.176	4.822	1.438	1.87E-01	3.35E-01	-6.433	Not significant
RAB18	-0.163	4.570	-1.437	1.88E-01	3.35E-01	-6.434	Not significant
COG4	0.214	4.093	1.437	1.88E-01	3.35E-01	-6.434	Not significant
DYNLRB1	-0.180	4.075	-1.435	1.88E-01	3.36E-01	-6.437	Not significant
AKAP8	0.176	4.244	1.434	1.88E-01	3.36E-01	-6.437	Not significant
DENND1A	-0.187	3.827	-1.434	1.88E-01	3.36E-01	-6.438	Not significant
EFHD2	0.162	5.236	1.433	1.89E-01	3.36E-01	-6.439	Not significant
OXA1L	0.301	4.740	1.433	1.89E-01	3.36E-01	-6.439	Not significant
ATP5F1	-0.164	5.366	-1.432	1.89E-01	3.37E-01	-6.440	Not significant
WDR48	-0.214	3.687	-1.432	1.89E-01	3.37E-01	-6.440	Not significant
1.0000	0.164	4.662	1.431	1.89E-01	3.37E-01	-6.441	Not significant
TMEM230	-0.177	5.273	-1.431	1.89E-01	3.37E-01	-6.442	Not significant
TES	-0.166	4.560	-1.429	1.90E-01	3.37E-01	-6.444	Not significant
HARS	-0.161	5.360	-1.429	1.90E-01	3.38E-01	-6.444	Not significant
USP16	0.223	4.767	1.428	1.90E-01	3.38E-01	-6.446	Not significant
PSMG1	0.200	4.591	1.427	1.90E-01	3.38E-01	-6.446	Not significant
MARS	0.170	5.406	1.428	1.90E-01	3.38E-01	-6.445	Not significant
DRAP1	-0.176	4.276	-1.428	1.90E-01	3.38E-01	-6.445	Not significant
MAPRE2	-0.244	4.434	-1.428	1.90E-01	3.38E-01	-6.445	Not significant
PRPF19	-0.188	5.336	-1.426	1.91E-01	3.38E-01	-6.447	Not significant
HEATR5B	0.165	4.673	1.426	1.91E-01	3.38E-01	-6.448	Not significant
FH	-0.177	5.221	-1.425	1.91E-01	3.39E-01	-6.450	Not significant
TANC1	0.275	3.803	1.424	1.91E-01	3.39E-01	-6.450	Not significant
ATP1B3	-0.167	5.215	-1.424	1.91E-01	3.39E-01	-6.451	Not significant
MUT	-0.180	4.643	-1.422	1.92E-01	3.39E-01	-6.453	Not significant
DIS3L2	-0.184	4.465	-1.422	1.92E-01	3.39E-01	-6.453	Not significant
GGA1	-0.208	4.549	-1.422	1.92E-01	3.39E-01	-6.453	Not significant
ATP5D	-0.169	4.811	-1.421	1.92E-01	3.39E-01	-6.455	Not significant
APAF1	-0.201	4.322	-1.421	1.92E-01	3.39E-01	-6.455	Not significant
SRP72	-0.178	4.936	-1.420	1.92E-01	3.40E-01	-6.456	Not significant
GNB4	0.226	4.899	1.418	1.93E-01	3.40E-01	-6.457	Not significant
XRN1	0.233	4.393	1.417	1.93E-01	3.41E-01	-6.459	Not significant
MRPS23	-0.174	4.358	-1.417	1.93E-01	3.41E-01	-6.459	Not significant
PPIP5K2	-0.166	4.392	-1.416	1.93E-01	3.41E-01	-6.460	Not significant
PCID2	0.164	5.110	1.414	1.94E-01	3.42E-01	-6.463	Not significant
ZC3H4	-0.160	4.125	-1.414	1.94E-01	3.42E-01	-6.464	Not significant
CES3	-0.189	4.311	-1.414	1.94E-01	3.42E-01	-6.463	Not significant
CDK11B	-0.254	4.732	-1.414	1.94E-01	3.42E-01	-6.463	Not significant
SMAD2	-0.171	4.271	-1.413	1.94E-01	3.42E-01	-6.465	Not significant
RPL5	0.179	4.796	1.410	1.95E-01	3.43E-01	-6.468	Not significant
GOSR1	0.175	4.601	1.410	1.95E-01	3.43E-01	-6.468	Not significant
SNRNP70	-0.163	4.844	-1.410	1.95E-01	3.43E-01	-6.468	Not significant
MTMR3	0.232	3.768	1.409	1.95E-01	3.43E-01	-6.469	Not significant
PKM	0.182	4.451	1.410	1.95E-01	3.43E-01	-6.469	Not significant
POLR2C	-0.268	4.317	-1.409	1.95E-01	3.43E-01	-6.469	Not significant
SYNJ2BP	0.160	4.112	1.408	1.96E-01	3.43E-01	-6.471	Not significant
ATP5B	-0.167	4.573	-1.408	1.96E-01	3.43E-01	-6.471	Not significant
TRIM28	-0.168	4.718	-1.408	1.96E-01	3.43E-01	-6.471	Not significant
MBNL1	-0.281	4.762	-1.409	1.96E-01	3.43E-01	-6.470	Not significant
GBF1	0.183	4.809	1.407	1.96E-01	3.43E-01	-6.472	Not significant
CNOT6L	-0.194	4.871	-1.406	1.96E-01	3.44E-01	-6.473	Not significant
RPS16	0.176	5.144	1.405	1.97E-01	3.44E-01	-6.474	Not significant
RPL13A	-0.181	5.494	-1.405	1.97E-01	3.44E-01	-6.474	Not significant
SUCLG2	-0.179	5.424	-1.404	1.97E-01	3.44E-01	-6.475	Not significant
TAB2	0.211	4.467	1.404	1.97E-01	3.44E-01	-6.476	Not significant
CBLB	-0.178	4.365	-1.403	1.97E-01	3.45E-01	-6.477	Not significant
BLMH	0.340	4.522	1.403	1.97E-01	3.45E-01	-6.478	Not significant
SBNO1	-0.176	3.579	-1.402	1.97E-01	3.45E-01	-6.478	Not significant
LIG1	-0.226	4.880	-1.402	1.97E-01	3.45E-01	-6.478	Not significant
VPS28	-0.273	3.999	-1.402	1.97E-01	3.45E-01	-6.478	Not significant
LRWD1	-0.177	3.499	-1.400	1.98E-01	3.45E-01	-6.481	Not significant
COX5B	-0.179	4.604	-1.399	1.98E-01	3.46E-01	-6.482	Not significant
USP4	0.164	5.412	1.399	1.98E-01	3.46E-01	-6.482	Not significant
DNAJA3	-0.228	4.229	-1.399	1.98E-01	3.46E-01	-6.483	Not significant
SEC24B	-0.190	3.754	-1.397	1.99E-01	3.46E-01	-6.484	Not significant
MRPL30	-0.168	5.145	-1.397	1.99E-01	3.46E-01	-6.485	Not significant
SGK3	-0.179	4.287	-1.396	1.99E-01	3.47E-01	-6.486	Not significant
TBC1D13	-0.170	4.629	-1.395	2.00E-01	3.47E-01	-6.487	Not significant
RPL34	-0.169	5.375	-1.394	2.00E-01	3.47E-01	-6.488	Not significant
GTF3C1	0.162	4.555	1.394	2.00E-01	3.47E-01	-6.489	Not significant
TFDP1	0.162	4.120	1.394	2.00E-01	3.47E-01	-6.489	Not significant
YME1L1	0.168	4.259	1.393	2.00E-01	3.47E-01	-6.490	Not significant
PLP2	-0.272	3.619	-1.392	2.00E-01	3.48E-01	-6.491	Not significant
ACLY	0.174	4.917	1.390	2.01E-01	3.49E-01	-6.493	Not significant
UROD	-0.182	4.268	-1.389	2.01E-01	3.49E-01	-6.495	Not significant
MAN1B1	-0.157	4.640	-1.388	2.02E-01	3.49E-01	-6.496	Not significant
RBPJ	-0.208	5.331	-1.387	2.02E-01	3.50E-01	-6.497	Not significant
ABCF3	0.181	4.495	1.386	2.02E-01	3.50E-01	-6.499	Not significant
RACK1	0.194	4.852	1.381	2.04E-01	3.52E-01	-6.505	Not significant
PSMC2	-0.168	4.874	-1.381	2.04E-01	3.52E-01	-6.505	Not significant
SUZ12	-0.213	4.266	-1.379	2.04E-01	3.53E-01	-6.507	Not significant
SEC24C	0.156	4.475	1.377	2.05E-01	3.54E-01	-6.509	Not significant
SEC11A	0.183	5.046	1.375	2.05E-01	3.55E-01	-6.512	Not significant
NT5DC3	-0.158	3.954	-1.374	2.06E-01	3.56E-01	-6.514	Not significant
WDR1	-0.155	5.619	-1.373	2.06E-01	3.56E-01	-6.515	Not significant
CCDC22	-0.198	4.159	-1.373	2.06E-01	3.56E-01	-6.515	Not significant
EIPR1	-0.241	4.404	-1.372	2.06E-01	3.56E-01	-6.516	Not significant
LTF	0.229	4.438	1.368	2.08E-01	3.58E-01	-6.521	Not significant
EML4	0.228	4.888	1.366	2.08E-01	3.59E-01	-6.524	Not significant
PIK3C3	-0.168	4.512	-1.365	2.08E-01	3.59E-01	-6.525	Not significant
NCF4	0.184	5.026	1.362	2.09E-01	3.60E-01	-6.528	Not significant
SNRNP40	0.159	5.024	1.362	2.09E-01	3.60E-01	-6.528	Not significant
GMEB1	0.235	3.910	1.362	2.09E-01	3.61E-01	-6.529	Not significant
PDK1	-0.154	4.293	-1.360	2.10E-01	3.61E-01	-6.530	Not significant
SBDS	0.166	5.354	1.360	2.10E-01	3.61E-01	-6.531	Not significant
MRPL22	0.268	4.535	1.358	2.10E-01	3.62E-01	-6.533	Not significant
PLXNB2	0.169	4.169	1.358	2.10E-01	3.62E-01	-6.533	Not significant
TXNDC9	-0.154	4.689	-1.358	2.11E-01	3.62E-01	-6.533	Not significant
PDIA3	-0.154	5.004	-1.358	2.11E-01	3.62E-01	-6.534	Not significant
SRP68	0.155	5.023	1.355	2.11E-01	3.63E-01	-6.537	Not significant
TOR2A	-0.168	3.917	-1.355	2.11E-01	3.63E-01	-6.537	Not significant
COMMD6	-0.190	4.690	-1.354	2.12E-01	3.63E-01	-6.538	Not significant
SIRT2	-0.155	4.150	-1.353	2.12E-01	3.64E-01	-6.540	Not significant
DBR1	-0.195	4.582	-1.352	2.12E-01	3.64E-01	-6.540	Not significant
VHL	-0.173	4.758	-1.351	2.12E-01	3.64E-01	-6.541	Not significant
PPP4R1	0.184	3.749	1.348	2.14E-01	3.66E-01	-6.546	Not significant
FAM105A	-0.166	5.051	-1.346	2.14E-01	3.67E-01	-6.548	Not significant
CDK5	-0.194	4.505	-1.345	2.15E-01	3.67E-01	-6.550	Not significant
NUP214	0.174	4.577	1.342	2.16E-01	3.69E-01	-6.554	Not significant
ATG5	-0.156	4.047	-1.341	2.16E-01	3.69E-01	-6.555	Not significant
GLRX5	-0.173	5.193	-1.341	2.16E-01	3.69E-01	-6.555	Not significant
FARSB	-0.155	5.289	-1.339	2.16E-01	3.69E-01	-6.556	Not significant
PLCG2	-0.177	4.661	-1.340	2.16E-01	3.69E-01	-6.556	Not significant
WNK1	-0.170	4.783	-1.339	2.16E-01	3.69E-01	-6.557	Not significant
RBM12	-0.151	4.707	-1.337	2.17E-01	3.70E-01	-6.559	Not significant
MIF	-0.164	3.585	-1.337	2.17E-01	3.70E-01	-6.559	Not significant
RASSF5	0.154	5.477	1.336	2.17E-01	3.70E-01	-6.560	Not significant
FHOD1	0.177	3.989	1.335	2.18E-01	3.71E-01	-6.562	Not significant
PDIA6	-0.153	4.510	-1.334	2.18E-01	3.71E-01	-6.563	Not significant
TTC13	-0.167	4.312	-1.334	2.18E-01	3.71E-01	-6.563	Not significant
PTPN23	0.174	3.901	1.333	2.18E-01	3.71E-01	-6.564	Not significant
CECR5	-0.151	3.898	-1.333	2.18E-01	3.71E-01	-6.565	Not significant
CD109	-0.156	4.081	-1.333	2.18E-01	3.71E-01	-6.565	Not significant
RPLP2	-0.164	5.303	-1.333	2.18E-01	3.71E-01	-6.564	Not significant
PPIB	0.164	5.820	1.331	2.19E-01	3.72E-01	-6.566	Not significant
HOXA10	-0.269	4.136	-1.331	2.19E-01	3.72E-01	-6.567	Not significant
FDXR	-0.168	3.904	-1.330	2.19E-01	3.72E-01	-6.568	Not significant
PLCG1	-0.215	3.710	-1.329	2.19E-01	3.73E-01	-6.569	Not significant
PDPK1	-0.211	4.459	-1.329	2.20E-01	3.73E-01	-6.570	Not significant
SETD7	-0.221	4.832	-1.328	2.20E-01	3.73E-01	-6.570	Not significant
RPL18A	0.173	5.508	1.327	2.20E-01	3.73E-01	-6.571	Not significant
RANGAP1	0.171	5.146	1.326	2.20E-01	3.73E-01	-6.573	Not significant
CDC73	0.151	4.862	1.325	2.21E-01	3.73E-01	-6.574	Not significant
MAT2B	-0.165	4.915	-1.325	2.21E-01	3.73E-01	-6.574	Not significant
NDUFA9	-0.178	5.324	-1.326	2.21E-01	3.73E-01	-6.573	Not significant
PEX14	-0.207	5.107	-1.326	2.20E-01	3.73E-01	-6.572	Not significant
WDR46	-0.235	4.064	-1.326	2.21E-01	3.73E-01	-6.573	Not significant
2.0000	-0.169	4.135	-1.322	2.22E-01	3.75E-01	-6.577	Not significant
LYST	0.183	4.222	1.322	2.22E-01	3.75E-01	-6.578	Not significant
WDR33	0.160	4.895	1.320	2.22E-01	3.75E-01	-6.580	Not significant
CYB5B	0.150	4.733	1.321	2.22E-01	3.75E-01	-6.579	Not significant
COX5A	-0.169	4.947	-1.320	2.22E-01	3.75E-01	-6.580	Not significant
RASAL3	0.174	4.107	1.316	2.24E-01	3.78E-01	-6.585	Not significant
YWHAQ	-0.233	5.286	-1.315	2.24E-01	3.78E-01	-6.586	Not significant
SPCS3	0.195	5.543	1.314	2.24E-01	3.78E-01	-6.587	Not significant
MRPL4	-0.164	4.731	-1.314	2.24E-01	3.78E-01	-6.587	Not significant
UBE4A	0.155	3.983	1.313	2.25E-01	3.79E-01	-6.589	Not significant
C9orf78	0.150	4.952	1.312	2.25E-01	3.79E-01	-6.590	Not significant
FPGS	0.211	3.306	1.311	2.25E-01	3.79E-01	-6.591	Not significant
FLAD1	0.156	4.711	1.310	2.25E-01	3.79E-01	-6.592	Not significant
DDX42	-0.180	4.452	-1.311	2.25E-01	3.79E-01	-6.591	Not significant
TBRG4	-0.194	4.849	-1.310	2.25E-01	3.79E-01	-6.592	Not significant
DDX1	-0.149	4.804	-1.308	2.26E-01	3.80E-01	-6.594	Not significant
HMOX2	0.168	5.041	1.307	2.27E-01	3.81E-01	-6.596	Not significant
CCT4	0.151	5.069	1.305	2.27E-01	3.81E-01	-6.598	Not significant
